caseid,humanori,atlantis,posthink,fortunet,astrolog,haunting,dreams,ufos,bigfoot,WATCH_TA,WATCH_CO,WATCH_TR,WATCH_CR
1459,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Rarely,Rarely,Sometimes,Sometimes
1460,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Rarely,Never,Rarely,Rarely
1462,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Often,Often,Sometimes,Rarely
1463,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Never,Sometimes,Rarely,Never
1464,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Rarely,Sometimes,Rarely,Very often
1465,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Often,Often,Rarely,Rarely
1467,Man has developed over millions of years from less advanced forms of life. God had no part in this process,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Often,Sometimes,Often,Sometimes
1469,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Strongly disagree,,Very often,Never,Never
1470,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Rarely,Sometimes,Sometimes,Rarely
1471,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Often,Rarely
1473,"God created man pretty much in his present form at one time within the last 10,000 years",Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Rarely,Never,Sometimes,Often
1474,"God created man pretty much in his present form at one time within the last 10,000 years",Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Strongly agree,Agree,Very often,Sometimes,Rarely,Rarely
1475,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly disagree,Often,Rarely,Very often,Very often
1476,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Often,Sometimes,Often,Often
1477,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Sometimes,Very often,Sometimes,Very often
1478,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Disagree,Never,Never,Never,Never
1479,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Strongly disagree,Sometimes,Very often,Often,Sometimes
1480,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Strongly agree,Strongly agree,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Rarely,Sometimes,Rarely,Rarely
1481,"God created man pretty much in his present form at one time within the last 10,000 years",Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Sometimes,Sometimes,Rarely,Never
1482,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Sometimes,,Sometimes,Sometimes
1483,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Often
1484,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Sometimes,Rarely,Often,Often
1485,"God created man pretty much in his present form at one time within the last 10,000 years",Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Often,Often,Often,Often
1486,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly agree,Disagree,Sometimes,Very often,Rarely,Sometimes
1487,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Never,Rarely,Sometimes,Sometimes
1489,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Sometimes,Rarely,Never,Never
1490,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Disagree,Very often,Sometimes,Rarely,Never
1491,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Disagree,Agree,Disagree,Disagree,Disagree,,Disagree,Disagree,Never,Sometimes,Rarely,Sometimes
1492,Man has developed over millions of years from less advanced forms of life. God had no part in this process,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Often,Often,Often,Often
1493,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Agree,Disagree,Sometimes,Rarely,Rarely,Never
1494,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Agree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Never,Very often,Sometimes,Often
1495,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Sometimes,Never,Very often,Very often
1496,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Agree,Rarely,Sometimes,Sometimes,Often
1498,,,,,,,,,,Sometimes,Sometimes,Sometimes,Sometimes
1499,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Never,Rarely,Sometimes,Sometimes
1500,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Disagree,Strongly disagree,Disagree,Agree,Agree,Disagree,Disagree,Rarely,Never,Sometimes,Sometimes
1501,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Agree,Disagree,Strongly agree,Disagree,Agree,Agree,Strongly disagree,Very often,Rarely,Sometimes,Often
1502,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Rarely,Sometimes,Sometimes,Sometimes
1503,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,,Never,Never,Sometimes,Sometimes
1504,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Never,Never,Never,Never
1505,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Rarely,Often,Often,Often
1506,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Sometimes,Never,Often,Sometimes
1507,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Rarely,Often,Rarely,Never
1508,"God created man pretty much in his present form at one time within the last 10,000 years",Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Never,Never,Never,Sometimes
1509,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Disagree,Rarely,Sometimes,Sometimes,Often
1510,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Rarely,Often,Rarely,Sometimes
1511,Man has developed over millions of years from less advanced forms of life. God had no part in this process,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Often,Sometimes,Sometimes
1512,"Man has developed over millions of years from less advanced forms of life, but God guided this process, including man's",Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Agree,Strongly agree,Disagree,Never,Often,Often,Often
1513,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Often,Often,Sometimes,Sometimes
1514,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Often
1515,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Rarely,Never,Sometimes,Very often
1516,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,Often,Often,Often
1517,Man has developed over millions of years from less advanced forms of life. God had no part in this process,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Often,Rarely,Rarely,Very often
1518,"God created man pretty much in his present form at one time within the last 10,000 years",Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,Agree,Disagree,Very often,Very often,Very often,Sometimes
