QKEY,XVET_W48.5,DEVICE_TYPE_W48.5,LANG_W48.5,SERVEDACS_W48.5,ERAACS_1_W48.5,ERAACS_2_W48.5,ERAACS_3_W48.5,ERAACS_4_W48.5,ERAACS_5_W48.5,ERAACS_6_W48.5,ERAACS_7_W48.5,ERAACS_8_W48.5,ERAACS_9_W48.5,LASTERA_W48.5,BRANCH_1_W48.5,BRANCH_2_W48.5,BRANCH_3_W48.5,BRANCH_4_W48.5,BRANCH_5_W48.5,BRANCH_6_W48.5,BRANCH_7_W48.5,BRANCH_8_W48.5,BRANCH_9_W48.5,BRANCH_10_W48.5,BRANCH_11_W48.5,BRANCH_12_W48.5,BRANCH_97_W48.5,ACTIVATED_W48.5,E2MOD_W48.5,E3MOD_W48.5,SATLIFEa_W48.5,SATLIFEb_W48.5,SATLIFEc_W48.5,SATLIFEd_W48.5,SATLIFEe_W48.5,TRUMPCMD_W48.5,TRUMPCMD2_W48.5,TRUMPVET_W48.5,MILBUDGET_W48.5,TRUMPMIL_W48.5,TRUMPTRSTa_W48.5,TRUMPTRSTb_W48.5,TRUMPRELY_W48.5,TRUMPAPPROVa_W48.5,TRUMPAPPROVb_W48.5,TRUMPAPPROVc_W48.5,IRAQWRTH_W48.5,AFGHANWRTH_W48.5,SYRIAWRTH_W48.5,MILCIV_REASK,MILCIVa_W48.5,MILCIVb_W48.5,MILCIVc_W48.5,MILCIVd_W48.5,MILCIVe_W48.5,MILCIVf_W48.5,MILCIVg_W48.5,MILCIVh_W48.5,MILCIVi_W48.5,MILPOLICYa_W48.5,MILPOLICYb_W48.5,MILPOLICYc_W48.5,MILPOLICYd_W48.5,JOIN_W48.5,YEARSERV_W48.5,RANK_W48.5,SERVIRAQ_W48.5,SERVAFGHAN_W48.5,MARRACTIV_W48.5,PARACTIV_W48.5,FAMNEEDS_W48.5,DEPLOY_W48.5,IMPCTDEPLOY_REASK,IMPCTDEPLOYa_W48.5,IMPCTDEPLOYb_W48.5,IMPCTDEPLOYc_W48.5,IMPCTDEPLOYd_W48.5,COMBAT_W48.5,COMBATEXPa_W48.5,COMBATEXPb_W48.5,COMBATEXPc_W48.5,COMBATEXPd_W48.5,COMBATRSLTa_W48.5,COMBATRSLTb_W48.5,COMBATRSLTc_W48.5,COMBATRSLTd_W48.5,INJURED_W48.5,KNOWINJURED_W48.5,KNOWKILLED_W48.5,MILTRAIN_W48.5,MILTOCIV_W48.5,CIVADJ_W48.5,VAJOB_W48.5,VABENEFITS_W48.5,GOVHELP_W48.5,CIVADJPROBa_W48.5,CIVADJPROBb_W48.5,CIVADJPROBc_W48.5,CIVADJPROBd_W48.5,CIVADJPROBe_W48.5,CIVADJISSa_W48.5,CIVADJISSb_W48.5,CIVADJISSc_W48.5,CIVADJISSd_W48.5,CIVADJISSe_W48.5,UPDOWN_W48.5,WORKUPDOWN_W48.5,HADJOB_W48.5,LOOKJOB_W48.5,SCHOOL_W48.5,MILJOBSKILLS_W48.5,FINDJOB_W48.5,JOBQUAL_W48.5,FIRSTJOB_W48.5,MILHELPJOB_REASK,MILHELPJOB_W48.5,TRAUMA1_W48.5,TRAUMA2_W48.5,TRAUMA3_W48.5,F_METRO,F_CREGION,F_AGECAT,F_SEX,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_RACECMB,F_RACETHN,F_NATIVITY,F_CITIZEN,F_MARITAL,F_RELIG,F_BORN,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_INCOME,F_INCOME_RECODE,F_REG,F_IDEO,F_ACSWEB,F_VOLSUM,F_VET1,WEIGHT_GP,WEIGHT_VET
201501644034,3,1,9,4,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,2,2,2,2,2,1,1,2,3,1,2,2,3,2,3,2,99,1,1,1,2,3,3,3,2,3,3,2,1,1,3,2,2,2,3,2,NA,NA,1,1,4,3,1,2,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,2,1,2,1,1,2,2,2,2,4,1,1,4,1,1,2,1,3,1,NA,NA,NA,1,NA,2,2,2,2,2,3,1,2,3,2,1,1,1,1,1,1,2,2,1,NA,1,8,1,1,2,1,2,1,NA,1.8922836554
201501646045,3,1,9,4,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,2,3,NA,2,1,1,1,1,3,1,1,1,3,1,1,1,2,2,1,1,1,3,3,2,2,2,1,1,3,1,2,1,1,1,1,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,4,1,1,1,3,3,2,1,3,2,2,2,2,1,1,2,2,2,3,1,NA,2,1,3,1,NA,NA,NA,1,NA,1,1,1,1,1,3,1,1,5,2,1,1,1,1,3,1,1,5,1,NA,1,2,3,1,2,1,2,1,NA,1.0088868688
201501649465,3,1,9,4,0,1,0,0,0,0,0,0,0,2,99,99,99,99,99,99,99,99,99,99,99,99,99,NA,1,1,1,1,4,1,3,1,2,2,2,99,2,2,1,3,4,4,2,1,2,1,2,2,1,3,1,2,2,2,1,4,3,4,4,2,4,3,NA,NA,1,2,3,4,1,1,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,4,3,4,2,3,2,2,2,2,2,4,4,4,4,4,3,4,2,3,3,NA,NA,NA,NA,1,NA,2,2,2,1,3,1,2,3,1,1,5,3,1,1,6,1,2,1,4,1,1,1,3,1,5,0,1,1,NA,5.5867667001
201501652117,3,1,9,4,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,2,4,NA,4,4,2,1,4,2,2,4,3,2,4,3,4,2,2,1,1,3,3,3,3,1,3,3,2,2,4,4,4,4,2,1,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,3,2,3,2,2,2,2,1,2,1,4,3,4,3,3,3,NA,2,1,3,4,NA,NA,NA,1,NA,2,2,2,1,3,2,1,3,2,2,1,1,1,1,3,9,NA,6,4,2,2,3,3,3,5,1,2,1,NA,5.5867667001
201501653793,3,1,9,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,2,NA,2,1,2,1,3,2,2,4,4,2,4,4,4,2,2,2,1,1,1,1,2,2,3,1,1,1,4,4,4,4,1,2,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,4,3,3,2,3,2,2,2,1,2,2,2,1,1,2,1,NA,2,1,1,1,NA,NA,NA,1,NA,1,2,2,1,4,4,2,2,3,2,1,1,1,1,5,12,NA,6,2,NA,2,7,1,1,5,1,2,1,NA,0.8592397341
201501655243,3,2,9,4,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,2,2,2,1,1,2,2,1,4,2,2,4,4,2,4,4,4,2,2,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,1,1,4,NA,NA,1,1,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,2,1,1,2,2,3,1,1,2,2,2,4,1,1,1,4,1,4,2,2,3,2,NA,NA,NA,1,NA,2,2,2,2,1,3,1,2,3,2,1,1,1,1,1,1,2,2,2,NA,2,6,2,1,4,1,1,1,NA,1.0246029929
201501655521,3,2,9,4,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,1,1,1,2,1,99,1,2,1,3,2,1,2,2,2,2,1,1,1,3,2,3,3,3,3,3,2,2,2,1,1,2,1,NA,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,2,1,2,1,2,1,3,2,2,2,2,2,4,4,1,2,4,1,NA,2,2,1,1,NA,NA,NA,1,NA,1,2,2,1,4,4,2,1,6,2,1,1,1,1,3,1,2,5,4,1,1,4,2,1,2,1,1,1,NA,0.3438583686
201501655673,3,1,9,4,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,1,3,3,3,3,3,2,1,3,2,3,4,4,2,3,3,3,2,2,2,1,1,1,3,2,3,2,3,1,3,3,4,2,4,2,2,4,NA,NA,1,1,2,2,1,3,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,3,3,2,1,2,1,2,1,1,1,1,2,3,2,1,3,3,2,1,3,4,NA,NA,NA,1,NA,1,1,1,1,3,3,1,2,3,1,4,3,1,1,3,9,NA,6,3,1,1,6,2,3,3,1,2,1,NA,1.3179261232
201501655726,3,3,9,4,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,2,3,1,3,2,1,2,1,3,1,1,1,1,1,1,2,NA,NA,1,2,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,3,1,99,2,3,2,2,2,2,2,4,4,1,2,4,1,NA,1,NA,3,3,NA,NA,NA,1,NA,2,2,2,1,2,4,1,1,5,2,1,1,1,1,1,1,1,5,1,NA,1,7,1,1,2,1,2,1,NA,0.5914880124
201501658152,3,2,9,4,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,99,NA,1,1,1,1,1,1,1,2,2,3,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,NA,NA,2,2,NA,2,1,3,99,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,2,2,2,1,3,2,2,99,2,2,4,3,1,1,4,1,NA,1,NA,3,1,NA,NA,NA,1,NA,2,2,2,2,4,4,1,2,3,1,4,3,1,1,1,2,2,2,3,1,1,3,3,1,2,0,1,1,NA,0.9612375501
201501659562,3,3,9,4,0,0,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,3,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,3,98,98,98,98,98,98,98,98,98,1,2,1,1,1,2,4,NA,NA,1,2,2,4,3,98,98,98,98,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,4,1,2,1,3,2,2,2,1,2,4,2,1,1,4,1,NA,2,2,1,1,NA,NA,NA,1,NA,2,2,1,1,4,4,1,2,4,2,1,1,1,1,1,1,2,2,3,1,1,6,2,1,1,1,2,1,NA,1.0458379838
201501661639,3,3,9,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,2,1,1,2,2,1,2,1,2,2,3,4,4,2,4,3,4,1,1,1,1,1,3,3,3,3,3,1,3,3,4,4,4,4,1,1,1,NA,NA,1,2,2,1,1,NA,NA,NA,NA,1,1,1,2,2,2,3,3,3,4,3,3,2,3,1,2,1,3,2,2,2,2,2,4,2,1,1,4,3,1,1,NA,1,2,NA,NA,NA,1,NA,2,2,2,1,1,4,1,1,6,2,1,1,1,1,1,11,NA,2,2,NA,2,8,1,1,4,1,2,1,NA,0.6664108839
201501661815,3,3,9,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,NA,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,2,1,1,1,3,3,3,1,1,3,2,2,1,1,1,5,1,2,1,1,1,1,4,2,3,3,3,3,1,2,1,2,2,3,3,3,3,4,3,3,2,2,1,2,1,3,2,2,2,2,2,4,4,1,1,4,1,1,1,NA,3,1,NA,3,3,2,2,2,2,2,1,1,3,1,1,6,2,1,1,1,1,2,1,2,3,1,NA,1,9,1,1,2,1,2,1,NA,0.0915627879
201501675794,3,1,9,4,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,2,2,2,1,1,2,1,3,3,3,3,3,2,3,3,3,2,1,1,1,1,3,1,3,3,3,1,1,3,3,4,3,4,1,5,1,1,2,1,1,2,3,1,3,1,3,3,1,2,1,2,2,1,1,1,3,4,1,1,1,2,2,2,1,3,2,2,2,2,2,3,4,1,1,2,1,1,1,NA,3,1,NA,1,3,1,2,1,2,2,1,3,3,1,1,6,2,1,1,1,1,1,1,2,4,3,2,2,9,1,1,3,1,2,1,NA,0.1323436367
201501677751,3,3,9,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,1,1,1,1,1,1,2,2,1,3,2,2,3,2,2,2,2,1,2,2,1,1,1,3,2,3,1,1,3,2,2,2,2,1,2,4,1,2,2,2,NA,2,2,1,1,2,2,1,1,1,2,2,1,1,3,3,4,1,2,1,2,3,3,1,3,2,2,2,2,2,1,2,2,1,2,1,3,1,NA,2,1,NA,3,3,2,1,1,2,1,1,3,2,2,1,5,2,2,2,1,1,6,12,NA,6,3,1,1,6,2,1,3,1,2,1,NA,0.5649260532
201501680630,3,2,9,4,0,1,1,1,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,NA,3,1,1,1,2,2,1,2,1,4,3,2,4,4,2,4,4,4,2,1,1,1,1,3,1,3,3,3,3,3,2,4,3,4,4,1,5,1,NA,NA,1,1,2,2,1,3,3,3,3,1,2,2,2,2,NA,NA,NA,NA,4,1,1,1,2,2,3,1,3,2,2,2,2,2,3,4,1,1,3,1,1,1,NA,3,1,NA,NA,NA,1,NA,2,2,2,1,3,4,1,1,6,2,1,1,1,1,1,11,NA,4,2,NA,2,9,1,1,4,1,1,3,NA,0.5704881052
201501681268,3,2,9,4,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,2,1,2,2,2,1,2,1,3,3,3,4,4,2,3,4,4,1,1,2,1,1,1,1,3,1,3,1,3,2,4,4,3,4,1,2,4,NA,NA,2,2,NA,3,1,3,1,3,3,1,1,1,1,1,3,1,1,1,4,1,3,1,2,2,2,1,3,2,2,2,2,1,4,1,2,1,3,1,3,2,1,2,2,NA,NA,NA,1,NA,2,2,2,1,2,4,1,3,2,2,1,1,1,1,1,2,2,4,2,NA,2,5,2,1,4,0,1,1,NA,5.5867667001
201501681333,3,3,9,4,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,2,NA,3,2,1,1,1,1,1,1,1,3,2,1,2,2,2,1,1,1,3,1,2,1,1,3,3,3,1,3,1,1,1,2,4,NA,NA,1,1,3,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,2,2,1,3,2,1,2,1,2,3,2,3,2,3,3,NA,2,1,2,3,NA,NA,NA,1,NA,2,2,2,2,3,4,1,2,3,2,1,1,1,1,5,1,1,2,1,NA,1,2,3,1,2,1,1,1,NA,0.6473133026
201501681893,3,1,9,4,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,1,4,1,1,4,4,2,1,4,3,2,4,4,2,4,4,4,2,2,1,1,3,3,3,3,3,3,3,3,3,4,4,4,4,1,2,4,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,3,1,2,1,3,2,2,2,2,2,4,1,1,1,4,3,3,2,2,1,4,NA,NA,NA,1,NA,2,2,2,1,3,4,1,2,3,2,1,1,1,1,1,9,NA,6,2,NA,2,9,1,1,5,1,2,1,NA,0.9548836393
201501681926,3,2,9,4,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,2,NA,2,1,1,1,1,1,1,1,1,3,1,1,1,2,2,2,1,1,3,3,2,3,2,1,1,1,1,1,1,1,1,3,2,NA,NA,2,2,NA,3,1,2,1,1,1,1,2,2,2,2,NA,NA,NA,NA,4,3,3,1,1,1,2,1,3,2,2,2,2,2,1,4,1,1,4,1,NA,2,1,2,3,NA,NA,NA,1,NA,2,2,2,1,2,4,1,2,3,2,1,1,1,1,3,1,2,4,1,NA,1,2,3,1,1,1,2,1,NA,1.8966670706
201501681980,3,1,9,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,2,4,2,3,4,1,1,2,3,1,2,2,3,1,2,2,1,1,1,1,1,1,1,3,3,2,1,1,1,1,2,1,1,1,2,4,NA,NA,1,2,3,3,1,3,1,1,3,1,1,1,2,1,1,1,1,1,4,1,3,1,2,4,2,1,2,1,2,2,2,1,1,3,1,1,1,3,1,2,1,3,2,NA,NA,NA,1,NA,1,1,1,1,4,2,1,2,3,2,1,1,1,1,1,1,1,4,1,NA,1,4,2,1,1,1,1,1,NA,1.9411242696
201501682717,3,1,9,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,4,2,2,1,4,2,2,4,4,2,4,4,4,2,2,2,1,1,3,3,3,3,3,3,1,3,4,4,4,4,1,1,1,NA,NA,1,2,3,2,1,3,3,2,2,1,2,2,2,2,NA,NA,NA,NA,4,1,1,2,3,2,2,1,3,2,2,2,2,2,2,3,3,3,4,1,NA,2,3,1,NA,NA,NA,NA,1,NA,2,2,2,2,3,4,1,1,6,2,1,1,1,1,1,9,NA,6,2,NA,2,6,2,1,4,1,2,1,NA,0.5704881052
201501683144,3,1,9,4,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,4,3,NA,4,3,2,1,4,2,2,4,4,2,4,4,4,2,2,2,1,1,1,1,3,1,3,3,2,2,4,4,4,4,2,1,4,NA,NA,1,1,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,2,4,1,2,1,2,1,1,2,1,2,2,2,4,3,NA,2,1,1,4,NA,NA,NA,1,NA,2,2,2,1,3,2,2,1,5,2,1,1,1,1,2,9,NA,6,2,NA,2,6,2,1,4,1,2,1,NA,1.1367632849
201501684134,3,3,9,4,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,2,NA,2,1,2,1,4,2,2,4,4,2,4,4,4,2,2,2,1,1,3,1,1,1,3,1,2,2,4,4,4,4,2,2,2,NA,NA,2,2,NA,3,1,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,4,1,4,1,2,1,2,2,1,2,4,2,1,3,4,3,NA,2,2,1,3,NA,NA,NA,1,NA,2,2,2,2,2,4,1,1,6,2,1,1,1,1,1,2,2,3,2,NA,2,5,2,1,5,1,1,1,NA,0.5963099256
201501684265,3,3,9,4,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,3,2,2,3,2,2,1,4,1,2,4,4,2,4,4,4,2,1,1,1,1,1,1,3,1,3,1,1,1,3,4,3,4,2,5,2,1,2,1,1,2,3,1,3,3,3,3,1,2,1,2,2,3,3,3,3,4,1,3,3,4,3,3,2,2,1,1,2,1,2,4,2,2,3,3,3,1,2,1,1,2,3,1,3,1,2,2,1,2,1,3,3,1,2,4,2,1,1,1,1,1,5,NA,3,2,NA,2,8,1,1,3,1,1,1,NA,0.5091850105
201501685130,3,1,9,4,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,2,NA,2,1,2,2,2,3,3,4,4,2,4,3,4,2,99,1,1,1,1,1,3,3,3,1,1,1,4,4,3,4,1,2,2,NA,NA,1,1,2,4,1,3,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,3,3,3,1,3,1,1,2,1,2,4,4,1,1,3,1,NA,2,1,2,1,NA,NA,NA,1,NA,2,2,2,2,2,3,1,2,3,2,1,1,1,1,1,1,1,5,3,2,2,8,1,1,3,1,2,3,NA,1.4554680965
201501685261,3,2,9,4,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,3,3,3,3,NA,3,2,1,1,1,1,3,2,2,3,2,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,2,3,3,1,1,1,2,NA,NA,2,1,2,4,1,1,1,2,1,1,2,2,2,1,1,1,1,1,4,1,2,2,2,3,2,1,2,1,2,1,1,2,1,2,3,1,2,3,NA,2,2,2,1,NA,NA,NA,1,NA,1,1,2,1,1,3,2,1,5,2,1,1,1,1,3,1,2,4,1,NA,1,4,2,1,3,1,2,1,NA,0.4235743953
201501685731,3,1,9,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,3,1,1,1,1,3,1,1,2,1,2,1,3,4,2,2,2,2,2,1,1,1,1,1,1,3,3,3,1,1,3,1,2,1,1,1,4,2,1,1,1,1,3,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,2,1,2,2,1,1,1,3,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,4,2,1,1,1,1,1,2,2,3,3,1,1,8,1,1,2,1,1,1,NA,0.69208961980000006
201501686187,3,3,9,4,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,1,99,3,2,2,2,1,1,2,1,3,2,2,3,2,3,2,1,2,2,1,1,3,1,3,1,3,1,1,1,2,3,3,1,1,3,4,NA,NA,2,2,NA,3,1,3,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,2,2,4,1,1,2,2,2,2,2,4,4,4,1,4,1,1,2,3,3,NA,NA,NA,NA,1,NA,2,2,2,1,4,3,1,2,4,2,1,1,1,1,3,12,NA,4,4,1,1,6,2,1,3,0,1,3,NA,1.5375076854
201501686333,3,3,9,4,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,3,1,1,2,2,2,2,1,1,1,3,1,2,1,3,1,1,2,1,2,2,1,1,1,1,3,2,3,1,1,1,1,3,1,1,1,3,2,NA,NA,2,2,NA,2,1,3,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,1,2,1,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,2,1,NA,NA,NA,1,NA,1,2,2,1,2,3,1,2,4,2,1,1,1,1,1,1,1,4,1,NA,1,8,1,1,2,1,1,1,NA,0.9094094986
201501686389,3,3,9,4,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,NA,3,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,1,3,2,3,1,1,3,1,2,1,1,1,5,1,1,1,1,1,2,4,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,4,4,4,2,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,3,2,3,1,2,1,1,1,2,1,2,4,4,1,1,6,2,1,1,1,1,1,1,1,5,3,1,1,9,1,1,3,1,2,3,NA,0.1437314213
201501687849,3,2,9,4,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,2,2,NA,3,2,1,1,1,1,1,1,1,3,1,1,1,99,2,99,1,1,1,1,3,3,3,99,99,99,2,2,2,1,1,2,2,NA,NA,2,2,NA,4,1,3,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,4,2,3,2,2,2,2,1,3,2,2,2,2,2,2,2,1,1,3,1,NA,2,1,3,3,NA,NA,NA,1,NA,2,2,2,1,2,4,1,2,3,2,1,1,1,1,1,2,2,4,3,1,1,99,99,1,2,1,2,1,NA,0.9981042315
201501688687,3,3,9,4,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,1,1,1,2,1,1,1,2,2,3,2,3,2,2,2,1,1,1,1,1,3,2,3,1,1,3,1,3,2,2,1,2,2,NA,NA,2,2,NA,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,2,1,2,1,3,1,2,2,2,2,4,2,1,1,4,1,NA,2,1,2,1,NA,NA,NA,1,NA,2,2,2,1,3,4,1,2,4,2,1,1,1,1,1,1,1,2,3,1,1,8,1,1,1,1,1,1,NA,0.6473133026
201501689159,3,1,9,4,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,1,1,2,1,3,2,2,1,3,2,2,4,4,2,4,4,4,2,2,2,1,3,3,3,3,3,3,3,3,3,4,2,2,3,1,2,2,NA,NA,2,2,NA,3,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,3,4,3,4,2,3,2,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,NA,NA,NA,1,NA,2,2,2,1,4,3,1,1,5,2,1,1,1,1,2,9,NA,6,2,NA,2,8,1,1,3,1,2,1,NA,0.9185724943
201501689508,3,3,9,4,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,3,2,1,1,1,1,1,1,1,1,3,3,1,1,3,2,2,2,2,2,2,1,1,3,1,3,3,3,1,3,3,2,4,3,1,1,1,4,NA,NA,2,2,NA,3,1,3,1,3,3,1,2,2,2,2,NA,NA,NA,NA,4,3,3,1,1,1,3,2,3,2,2,2,2,2,4,4,1,1,4,1,1,2,1,2,3,NA,NA,NA,1,NA,2,2,2,1,2,4,1,1,6,2,1,1,1,1,3,2,2,6,1,NA,1,7,1,1,1,1,1,1,NA,0.404237052
201501691401,3,1,9,4,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,3,1,1,2,2,2,2,2,1,4,2,2,4,4,1,4,4,4,2,2,2,1,3,3,3,3,3,3,3,3,3,4,4,4,4,1,5,1,2,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,3,1,2,3,4,3,3,2,2,1,2,1,3,2,2,2,2,2,3,3,1,2,3,1,3,2,2,3,1,2,3,3,1,5,2,2,2,1,3,2,1,1,6,2,1,1,1,1,1,9,NA,6,2,NA,2,8,1,1,5,1,1,1,NA,0.4965127685
201501692813,3,3,9,4,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,3,4,NA,3,4,1,1,1,1,1,1,1,3,2,2,1,99,2,2,1,1,3,1,3,2,2,1,1,3,1,1,1,1,1,2,4,NA,NA,2,2,NA,2,1,1,1,1,1,1,2,2,2,2,NA,NA,NA,NA,4,2,2,3,2,2,1,1,3,2,2,2,2,2,4,4,1,1,3,1,NA,2,2,1,2,NA,NA,NA,1,NA,2,2,2,1,3,4,1,2,4,2,1,1,1,1,1,1,1,3,3,1,1,4,2,1,1,1,1,1,NA,0.9548836393
201501693154,3,3,9,4,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,3,3,1,1,NA,3,1,2,1,3,2,3,4,4,2,4,4,4,2,2,2,1,1,3,3,1,1,3,1,2,3,3,4,4,4,2,1,4,NA,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,2,4,1,3,1,3,2,1,2,1,2,3,4,2,4,4,1,NA,2,2,1,3,NA,NA,NA,1,NA,1,2,2,1,4,4,1,1,6,2,1,1,1,1,1,9,NA,6,3,2,2,7,1,1,5,1,1,1,NA,0.6299218071
